name,action,floor,time,direction,riderNumAfter
a0,0,B4,0.0,,
a1,0,1,0.0,,
a2,0,7,0.0,,
a1,1,2,13.916163658767971,1.0,
a1,1,3,17.91616365876797,1.0,
a1,1,4,21.91616365876797,1.0,
a1,2,4,22.91616365876797,1.0,0.0
a1,2,4,24.91616365876797,-1.0,1.0
a1,1,3,29.91616365876797,-1.0,
a1,1,2,33.91616365876797,-1.0,
a1,1,1,37.91616365876797,-1.0,
a1,0,1,40.91616365876797,,
a2,1,8,51.84635030275116,1.0,
a2,1,9,55.84635030275116,1.0,
a0,1,B3,57.19069985029287,1.0,
a1,1,2,59.738151958326156,1.0,
a2,1,10,59.84635030275116,1.0,
a0,1,B2,61.19069985029287,1.0,
a1,1,3,63.738151958326156,1.0,
a2,1,11,63.84635030275116,1.0,
a0,1,B1,65.19069985029287,1.0,
a1,1,4,67.73815195832616,1.0,
a2,1,12,67.84635030275116,1.0,
a0,2,B1,68.19069985029287,1.0,1.0
a1,1,5,71.73815195832616,1.0,
a2,1,13,71.84635030275116,1.0,
a2,2,13,72.84635030275116,1.0,0.0
a0,1,1,73.19069985029287,1.0,
a2,2,13,74.84635030275116,-1.0,1.0
a1,2,5,75.73815195832616,1.0,2.0
a0,0,1,77.19069985029287,,
a2,1,12,79.84635030275116,-1.0,
a1,1,6,80.73815195832616,1.0,
a2,2,12,82.84635030275116,-1.0,2.0
a1,1,7,84.73815195832616,1.0,
a2,1,11,87.84635030275116,-1.0,
a1,0,7,90.73815195832616,,
a2,1,10,91.84635030275116,-1.0,
a2,1,9,95.84635030275116,-1.0,
a2,1,8,99.84635030275116,-1.0,
a2,1,7,103.84635030275116,-1.0,
a2,2,7,111.84635030275116,1.0,2.0
a2,1,8,116.84635030275116,1.0,
a1,2,7,116.84635030275116,-1.0,1.0
a2,1,9,120.84635030275116,1.0,
a1,1,6,121.84635030275116,-1.0,
a2,2,9,122.84635030275116,1.0,1.0
a1,1,5,125.84635030275116,-1.0,
a2,1,10,127.84635030275116,1.0,
a1,1,4,129.84635030275115,-1.0,
a2,1,11,131.84635030275115,1.0,
a1,1,3,133.84635030275115,-1.0,
a2,1,12,135.84635030275115,1.0,
a1,2,3,136.84635030275115,-1.0,0.0
a2,1,13,139.84635030275115,1.0,
a1,1,4,141.84635030275115,1.0,
a2,1,14,143.84635030275115,1.0,
a1,1,5,145.84635030275115,1.0,
a2,1,15,147.84635030275115,1.0,
a1,2,5,147.84635030275115,1.0,1.0
a2,2,15,150.84635030275115,-1.0,1.0
a1,1,6,152.84635030275115,1.0,
a2,1,14,155.84635030275115,-1.0,
a1,1,7,156.84635030275115,1.0,
a2,1,13,159.84635030275115,-1.0,
a1,0,7,160.84635030275115,,
a2,1,12,163.84635030275115,-1.0,
a2,1,11,167.84635030275115,-1.0,
a2,2,11,169.84635030275115,-1.0,2.0
a2,1,10,174.84635030275115,-1.0,
a2,2,10,176.84635030275115,-1.0,3.0
a2,1,9,181.84635030275115,-1.0,
a2,1,8,185.84635030275115,-1.0,
a2,1,7,189.84635030275115,-1.0,
a0,1,B1,191.56435463843508,-1.0,
a2,2,7,194.84635030275115,1.0,1.0
a0,1,B2,195.56435463843508,-1.0,
a0,1,B3,199.56435463843508,-1.0,
a2,1,8,199.84635030275115,1.0,
a0,1,B4,203.56435463843508,-1.0,
a2,1,9,203.84635030275115,1.0,
a1,2,7,203.84635030275115,-1.0,3.0
a0,2,B4,206.56435463843508,1.0,1.0
a2,1,10,207.84635030275115,1.0,
a1,1,6,208.84635030275115,-1.0,
a0,1,B3,211.56435463843508,1.0,
a2,1,11,211.84635030275115,1.0,
a1,1,5,212.84635030275115,-1.0,
a2,2,11,214.84635030275115,1.0,0.0
a0,1,B2,215.56435463843508,1.0,
a1,1,4,216.84635030275115,-1.0,
a0,1,B1,219.56435463843508,1.0,
a2,1,12,219.84635030275115,1.0,
a1,2,4,219.84635030275115,-1.0,2.0
a0,1,1,223.56435463843508,1.0,
a2,1,13,223.84635030275115,1.0,
a1,1,3,224.84635030275115,-1.0,
a0,0,1,227.56435463843508,,
a2,1,14,227.84635030275115,1.0,
a1,1,2,228.84635030275115,-1.0,
a2,1,15,231.84635030275115,1.0,
a1,1,1,232.84635030275115,-1.0,
a2,2,15,233.84635030275115,-1.0,1.0
a1,0,1,237.84635030275115,,
a2,1,14,238.84635030275115,-1.0,
a2,1,13,242.84635030275115,-1.0,
a0,2,1,245.84635030275115,-1.0,1.0
a2,1,12,246.84635030275115,-1.0,
a2,1,11,250.84635030275115,-1.0,
a0,1,B1,250.84635030275115,-1.0,
a1,1,2,253.46741903047456,1.0,
a2,1,10,255.7537201033976,-1.0,
a0,2,B1,255.84635030275115,-1.0,1.0
a1,1,3,257.46741903047456,1.0,
a2,2,10,258.7537201033976,-1.0,2.0
a0,1,B2,260.84635030275115,-1.0,
a1,1,4,261.46741903047456,1.0,
a2,1,9,263.7537201033976,-1.0,
a0,1,B3,264.84635030275115,-1.0,
a1,1,5,265.46741903047456,1.0,
a2,1,8,267.7537201033976,-1.0,
a0,1,B4,268.84635030275115,-1.0,
a1,1,6,269.46741903047456,1.0,
a1,2,6,270.46741903047456,1.0,0.0
a2,1,7,271.7537201033976,-1.0,
a1,2,6,272.46741903047456,-1.0,1.0
a0,0,B4,272.84635030275115,,
a2,0,7,274.7537201033976,,
a1,1,5,277.46741903047456,-1.0,
a1,1,4,281.46741903047456,-1.0,
a1,1,3,285.46741903047456,-1.0,
a1,1,2,289.46741903047456,-1.0,
a1,1,1,293.46741903047456,-1.0,
a0,1,B3,299.46741903047456,1.0,
a1,1,2,300.46741903047456,1.0,
a0,1,B2,303.46741903047456,1.0,
a1,1,3,304.46741903047456,1.0,
a0,1,B1,307.46741903047456,1.0,
a1,1,4,308.46741903047456,1.0,
a0,1,1,311.46741903047456,1.0,
a1,1,5,312.46741903047456,1.0,
a0,2,1,313.46741903047456,-1.0,1.0
a1,1,6,316.46741903047456,1.0,
a0,1,B1,318.46741903047456,-1.0,
a1,1,7,320.46741903047456,1.0,
a0,1,B2,322.46741903047456,-1.0,
a1,2,7,323.46741903047456,-1.0,2.0
a0,1,B3,326.46741903047456,-1.0,
a1,1,6,328.46741903047456,-1.0,
a0,2,B3,328.46741903047456,-1.0,0.0
a1,2,6,330.46741903047456,-1.0,3.0
a0,1,B4,333.46741903047456,-1.0,
a0,2,B4,335.46741903047456,1.0,1.0
a1,1,5,337.01674038203413,-1.0,
a0,1,B3,340.46741903047456,1.0,
a2,2,7,340.8106724984027,1.0,1.0
a1,1,4,341.01674038203413,-1.0,
a0,1,B2,344.46741903047456,1.0,
a1,1,3,345.01674038203413,-1.0,
a2,1,8,345.8106724984027,1.0,
a1,2,3,347.01674038203413,-1.0,4.0
a2,2,8,347.8106724984027,1.0,0.0
a0,1,B1,348.46741903047456,1.0,
a2,0,8,348.8106724984027,,
a0,2,B1,350.46741903047456,1.0,0.0
a0,0,B1,351.46741903047456,,
a1,1,2,352.01674038203413,-1.0,
a1,1,1,356.01674038203413,-1.0,
a0,1,1,365.01674038203413,1.0,
a1,1,2,366.01674038203413,1.0,
a1,1,3,370.01674038203413,1.0,
a0,2,1,372.01674038203413,-1.0,4.0
a1,2,3,373.01674038203413,1.0,1.0
a0,1,B1,377.01674038203413,-1.0,
a1,1,4,378.01674038203413,1.0,
a0,2,B1,380.01674038203413,-1.0,3.0
a1,1,5,382.01674038203413,1.0,
a0,1,B2,385.01674038203413,-1.0,
a1,1,6,386.01674038203413,1.0,
a0,1,B3,389.01674038203413,-1.0,
a1,1,7,390.01674038203413,1.0,
a0,2,B3,393.01674038203413,-1.0,1.0
a2,1,7,397.01674038203413,-1.0,
a1,1,6,398.01674038203413,-1.0,
a0,1,B4,398.01674038203413,-1.0,
a2,2,7,400.01674038203413,1.0,1.0
a1,1,5,402.01674038203413,-1.0,
a0,2,B4,402.01674038203413,1.0,1.0
a2,1,8,405.01674038203413,1.0,
a1,1,4,406.01674038203413,-1.0,
a0,1,B3,407.01674038203413,1.0,
a2,1,9,409.01674038203413,1.0,
a1,2,4,409.01674038203413,-1.0,1.0
a0,1,B2,411.01674038203413,1.0,
a2,1,10,413.01674038203413,1.0,
a1,1,3,414.01674038203413,-1.0,
a0,1,B1,415.01674038203413,1.0,
a2,1,11,417.01674038203413,1.0,
a1,1,2,418.01674038203413,-1.0,
a0,2,B1,418.01674038203413,1.0,2.0
a2,1,12,421.01674038203413,1.0,
a1,1,1,422.01674038203413,-1.0,
a0,1,1,423.01674038203413,1.0,
a2,1,13,425.01674038203413,1.0,
a2,2,13,427.01674038203413,1.0,0.0
a1,1,2,429.01674038203413,1.0,
a0,0,1,429.01674038203413,,
a2,1,12,432.01674038203413,-1.0,
a1,1,3,433.01674038203413,1.0,
a2,1,11,436.01674038203413,-1.0,
a1,1,4,437.01674038203413,1.0,
a2,1,10,440.01674038203413,-1.0,
a1,1,5,441.01674038203413,1.0,
a2,1,9,444.01674038203413,-1.0,
a1,1,6,445.01674038203413,1.0,
a1,1,7,449.01674038203413,1.0,
a2,2,9,449.01674038203413,-1.0,2.0
a1,2,7,452.01674038203413,-1.0,1.0
a2,1,8,454.01674038203413,-1.0,
a0,1,B1,456.92670106853063,-1.0,
a1,1,6,457.01674038203413,-1.0,
a2,1,7,458.01674038203413,-1.0,
a0,1,B2,460.92670106853063,-1.0,
a1,1,5,461.01674038203413,-1.0,
a2,0,7,461.01674038203413,,
a0,1,B3,464.92670106853063,-1.0,
a1,1,4,465.01674038203413,-1.0,
a0,1,B4,468.92670106853063,-1.0,
a1,1,3,469.01674038203413,-1.0,
a0,2,B4,471.92670106853063,1.0,1.0
a1,1,2,473.01674038203413,-1.0,
a0,1,B3,476.92670106853063,1.0,
a1,1,1,477.01674038203413,-1.0,
a0,1,B2,480.92670106853063,1.0,
a1,1,2,484.01674038203413,1.0,
a0,1,B1,484.92670106853063,1.0,
a1,1,3,488.01674038203413,1.0,
a2,1,8,488.61733832365616,1.0,
a0,1,1,488.92670106853063,1.0,
a2,2,8,491.61733832365616,1.0,1.0
a0,0,1,491.92670106853063,,
a1,1,4,492.01674038203413,1.0,
a1,1,5,496.01674038203413,1.0,
a2,1,9,496.61733832365616,1.0,
a2,2,9,499.61733832365616,1.0,0.0
a1,1,6,500.01674038203413,1.0,
a2,0,9,500.61733832365616,,
a1,1,7,504.01674038203413,1.0,
a1,2,7,507.01674038203413,-1.0,2.0
a0,1,B1,510.0979385393428,-1.0,
a1,1,6,512.0167403820342,-1.0,
a0,2,B1,512.0979385393427,-1.0,1.0
a1,1,5,516.0167403820342,-1.0,
a0,1,B2,517.0979385393427,-1.0,
a1,2,5,519.0167403820342,-1.0,3.0
a0,1,B3,521.0979385393427,-1.0,
a0,2,B3,523.0979385393427,-1.0,0.0
a1,1,4,524.0167403820342,-1.0,
a0,0,B3,524.0979385393427,,
a1,1,3,528.0167403820342,-1.0,
a1,2,3,530.0167403820342,-1.0,2.0
a1,1,2,535.0167403820342,-1.0,
a1,1,1,539.0167403820342,-1.0,
a0,2,B3,541.5993438344128,1.0,1.0
a0,1,B2,546.5993438344128,1.0,
a1,1,2,548.0167403820342,1.0,
a0,1,B1,550.7454593653546,1.0,
a1,1,3,552.0167403820342,1.0,
a0,2,B1,554.7454593653546,1.0,3.0
a1,1,4,556.0167403820342,1.0,
a1,2,4,559.0167403820342,1.0,1.0
a0,1,1,559.7454593653546,1.0,
a0,0,1,562.7454593653546,,
a1,1,5,564.0167403820342,1.0,
a1,1,6,568.0167403820342,1.0,
a1,1,7,572.0167403820342,1.0,
a0,1,B1,578.9551507007808,-1.0,
a2,1,8,579.0167403820342,-1.0,
a1,1,6,580.0167403820342,-1.0,
a0,1,B2,582.9551507007808,-1.0,
a2,1,7,583.0167403820342,-1.0,
a1,1,5,584.0167403820342,-1.0,
a2,2,7,585.0167403820342,1.0,1.0
a0,1,B3,586.9551507007808,-1.0,
a0,2,B3,587.9551507007808,-1.0,0.0
a0,2,B3,588.9551507007808,1.0,1.0
a1,1,4,589.788279886912,-1.0,
a2,1,8,590.0167403820342,1.0,
a1,2,4,592.788279886912,-1.0,1.0
a0,1,B2,593.9551507007808,1.0,
a2,1,9,594.0167403820342,1.0,
a1,1,3,597.788279886912,-1.0,
a0,1,B1,597.9551507007808,1.0,
a2,1,10,598.0167403820342,1.0,
a1,2,3,599.788279886912,-1.0,2.0
a0,1,1,601.9551507007808,1.0,
a2,1,11,602.0167403820342,1.0,
a1,1,2,604.788279886912,-1.0,
a0,0,1,605.9551507007808,,
a2,1,12,606.0167403820342,1.0,
a1,1,1,608.788279886912,-1.0,
a2,1,13,610.0167403820342,1.0,
a2,2,13,613.0167403820342,1.0,0.0
a2,0,13,614.0167403820342,,
a1,1,2,616.788279886912,1.0,
a1,1,3,620.788279886912,1.0,
a2,1,12,621.37020489756,-1.0,
a1,1,4,624.788279886912,1.0,
a2,1,11,625.37020489756,-1.0,
a1,1,5,628.788279886912,1.0,
a2,1,10,629.37020489756,-1.0,
a1,1,6,632.788279886912,1.0,
a2,1,9,633.37020489756,-1.0,
a1,2,6,635.788279886912,1.0,1.0
a2,1,8,637.37020489756,-1.0,
a2,2,8,639.37020489756,-1.0,1.0
a1,1,7,640.788279886912,1.0,
a2,1,7,644.37020489756,-1.0,
a2,2,7,647.37020489756,1.0,1.0
a1,1,6,648.788279886912,-1.0,
a2,1,8,652.37020489756,1.0,
a1,1,5,652.788279886912,-1.0,
a2,1,9,656.37020489756,1.0,
a1,1,4,656.788279886912,-1.0,
a2,2,9,658.37020489756,1.0,0.0
a1,1,3,660.788279886912,-1.0,
a2,1,10,663.37020489756,1.0,
a1,1,2,664.788279886912,-1.0,
a1,2,2,666.788279886912,-1.0,1.0
a2,1,11,667.37020489756,1.0,
a2,1,12,671.37020489756,1.0,
a1,1,1,671.788279886912,-1.0,
a2,2,12,672.37020489756,1.0,0.0
a2,2,12,673.37020489756,-1.0,1.0
a2,1,11,678.37020489756,-1.0,
a1,1,2,678.788279886912,1.0,
a2,1,10,682.37020489756,-1.0,
a1,1,3,682.788279886912,1.0,
a2,1,9,686.37020489756,-1.0,
a1,1,4,686.788279886912,1.0,
a2,1,8,690.37020489756,-1.0,
a1,1,5,690.788279886912,1.0,
a2,1,7,694.37020489756,-1.0,
a1,1,6,694.788279886912,1.0,
a2,2,7,698.37020489756,1.0,1.0
a1,1,7,698.788279886912,1.0,
a1,2,7,702.788279886912,-1.0,2.0
a2,1,8,703.37020489756,1.0,
a2,1,9,707.37020489756,1.0,
a1,1,6,707.788279886912,-1.0,
a1,2,6,709.788279886912,-1.0,3.0
a2,1,10,711.37020489756,1.0,
a2,2,10,713.37020489756,1.0,0.0
a2,0,10,714.37020489756,,
a1,1,5,714.788279886912,-1.0,
a1,2,5,717.788279886912,-1.0,4.0
a1,1,4,722.788279886912,-1.0,
a1,2,4,725.788279886912,-1.0,3.0
a0,1,B1,729.6880572484987,-1.0,
a1,1,3,730.788279886912,-1.0,
a0,1,B2,733.6880572484987,-1.0,
a1,2,3,734.788279886912,-1.0,3.0
a0,1,B3,737.6880572484987,-1.0,
a0,2,B3,738.6880572484987,-1.0,0.0
a0,2,B3,739.6880572484987,1.0,1.0
a1,1,2,739.788279886912,-1.0,
a1,2,2,741.788279886912,-1.0,4.0
a0,1,B2,744.6880572484987,1.0,
a1,1,1,746.788279886912,-1.0,
a0,1,B1,748.6880572484987,1.0,
a0,1,1,752.6880572484987,1.0,
a1,0,1,754.788279886912,,
a0,0,1,756.6880572484987,,
a2,1,11,775.4559840874356,1.0,
a2,1,12,779.4559840874356,1.0,
a2,1,13,783.4559840874356,1.0,
a2,1,14,787.4559840874356,1.0,
a2,1,15,791.4559840874356,1.0,
a2,2,15,794.4559840874356,-1.0,1.0
a2,1,14,799.4559840874356,-1.0,
a0,1,B1,802.5999811516386,-1.0,
a2,1,13,803.4559840874356,-1.0,
a0,2,B1,803.5999811516386,-1.0,0.0
a0,2,B1,805.5999811516386,1.0,1.0
a2,1,12,807.4559840874356,-1.0,
a0,1,1,810.5999811516386,1.0,
a2,1,11,811.4559840874356,-1.0,
a0,0,1,813.5999811516386,,
a2,1,10,815.4559840874356,-1.0,
a2,1,9,819.4559840874356,-1.0,
a2,1,8,823.4559840874356,-1.0,
a1,1,2,826.1137568936522,1.0,
a2,1,7,827.4559840874356,-1.0,
a1,1,3,830.1137568936522,1.0,
a2,0,7,830.4559840874356,,
a1,1,4,834.1137568936522,1.0,
a1,2,4,835.1137568936522,1.0,0.0
a1,2,4,837.1137568936522,-1.0,1.0
a1,1,3,842.1137568936522,-1.0,
a1,1,2,846.1137568936522,-1.0,
a2,1,8,847.5555734212662,1.0,
a1,2,2,848.1137568936522,-1.0,0.0
a2,2,8,848.5555734212662,1.0,0.0
a1,0,2,849.1137568936522,,
a2,2,8,849.5555734212662,-1.0,1.0
a2,1,7,854.5555734212662,-1.0,
a2,0,7,858.5555734212662,,
a1,1,3,876.9404820071559,1.0,
a1,1,4,880.9404820071559,1.0,
a1,2,4,883.9404820071559,1.0,1.0
a1,1,5,888.9404820071559,1.0,
a1,1,6,892.9404820071559,1.0,
a1,1,7,896.9404820071559,1.0,
a1,0,7,900.9404820071559,,
a2,1,8,905.5325595400226,1.0,
a2,1,9,909.5325595400226,1.0,
a2,1,10,913.5325595400226,1.0,
a2,1,11,917.5325595400226,1.0,
a2,1,12,921.5325595400226,1.0,
a2,1,13,925.5325595400226,1.0,
a2,1,14,929.5325595400226,1.0,
a2,2,14,932.5325595400226,1.0,1.0
a2,1,15,937.5325595400226,1.0,
a2,1,14,945.5325595400226,-1.0,
a2,1,13,949.5325595400226,-1.0,
a2,1,12,953.5325595400226,-1.0,
a2,1,11,957.5325595400226,-1.0,
a2,1,10,961.5325595400226,-1.0,
a2,1,9,968.1558201315427,-1.0,
a2,1,8,972.1558201315427,-1.0,
a0,1,B1,973.9055433943222,-1.0,
a2,2,8,974.1558201315427,-1.0,1.0
a0,1,B2,977.9055433943222,-1.0,
a2,1,7,979.1558201315427,-1.0,
a0,1,B3,981.9055433943222,-1.0,
a2,2,7,983.1558201315427,1.0,1.0
a0,2,B3,983.9055433943222,-1.0,1.0
a2,1,8,988.1558201315427,1.0,
a0,1,B4,988.9055433943222,-1.0,
a2,2,8,990.1558201315427,1.0,0.0
a0,0,B4,991.9055433943222,,
a2,1,9,995.1558201315427,1.0,
a2,2,9,998.1558201315427,1.0,1.0
a2,1,10,1003.1558201315427,1.0,
a2,1,11,1007.1558201315427,1.0,
a2,1,12,1011.1558201315427,1.0,
a2,1,13,1015.1558201315427,1.0,
a2,2,13,1018.1558201315427,1.0,0.0
a2,0,13,1019.1558201315427,,
a2,2,13,1057.0003735500175,1.0,1.0
a2,1,14,1062.0003735500175,1.0,
a2,2,14,1064.0003735500175,1.0,0.0
a2,0,14,1065.0003735500175,,
a0,1,B3,1091.5448788582084,1.0,
a0,1,B2,1095.5448788582084,1.0,
a0,1,B1,1099.5448788582084,1.0,
a1,1,6,1102.127575433989,-1.0,
a0,2,B1,1102.5448788582084,1.0,1.0
a1,1,5,1106.127575433989,-1.0,
a0,1,1,1107.5448788582084,1.0,
a1,2,5,1108.127575433989,-1.0,1.0
a0,0,1,1110.5448788582084,,
a1,1,4,1113.127575433989,-1.0,
a1,1,3,1117.127575433989,-1.0,
a1,2,3,1119.127575433989,-1.0,0.0
a1,0,3,1120.127575433989,,
a1,1,4,1150.5366519365214,1.0,
a1,2,4,1153.5366519365214,1.0,1.0
a1,1,5,1158.5366519365214,1.0,
a1,1,6,1162.5366519365214,1.0,
a1,1,7,1166.5366519365214,1.0,
a1,0,7,1169.5366519365214,,
a2,1,13,1172.5366519365214,-1.0,
a2,1,12,1176.5366519365214,-1.0,
a2,1,11,1180.5366519365214,-1.0,
a2,1,10,1184.5366519365214,-1.0,
a2,1,9,1188.5366519365214,-1.0,
a2,1,8,1192.5366519365214,-1.0,
a2,1,7,1196.5366519365214,-1.0,
a2,2,7,1201.5366519365214,1.0,2.0
a1,1,6,1203.6801550195598,-1.0,
a1,2,6,1204.6801550195598,-1.0,0.0
a1,2,6,1205.6801550195598,1.0,1.0
a2,1,8,1206.5366519365214,1.0,
a2,1,9,1210.5366519365214,1.0,
a1,1,7,1210.6801550195598,1.0,
a2,2,9,1213.5366519365214,1.0,1.0
a1,0,7,1214.6801550195598,,
a2,1,10,1218.5366519365214,1.0,
a2,1,11,1222.5366519365214,1.0,
a2,1,12,1226.5366519365214,1.0,
a2,2,12,1229.5366519365214,1.0,0.0
a1,1,6,1230.6357216196495,-1.0,
a2,1,13,1234.5366519365214,1.0,
a1,1,5,1234.6357216196495,-1.0,
a2,1,14,1238.5366519365214,1.0,
a1,1,4,1238.6357216196495,-1.0,
a1,2,4,1241.6357216196495,-1.0,1.0
a2,1,15,1242.5366519365214,1.0,
a2,2,15,1245.5366519365214,-1.0,1.0
a1,1,3,1246.6357216196495,-1.0,
a2,1,14,1250.5366519365214,-1.0,
a1,1,2,1250.6357216196495,-1.0,
a2,1,13,1254.5366519365214,-1.0,
a1,1,1,1254.6357216196495,-1.0,
a2,2,13,1257.5366519365214,-1.0,2.0
a1,0,1,1258.6357216196495,,
a2,1,12,1262.5366519365214,-1.0,
a2,1,11,1266.5366519365214,-1.0,
a2,1,10,1270.5366519365214,-1.0,
a2,2,10,1273.5366519365214,-1.0,3.0
a2,1,9,1278.5366519365214,-1.0,
a2,1,8,1282.5366519365214,-1.0,
a2,1,7,1286.5366519365214,-1.0,
a2,0,7,1290.5366519365214,,
a0,1,B1,1293.5809070491002,-1.0,
a0,1,B2,1297.5809070491002,-1.0,
a0,1,B3,1301.5809070491002,-1.0,
a0,2,B3,1304.5809070491002,-1.0,1.0
a0,1,B4,1309.5809070491002,-1.0,
a0,0,B4,1312.5809070491002,,
a1,1,2,1338.5271084680319,1.0,
a1,2,2,1341.5271084680319,1.0,2.0
a1,1,3,1346.5271084680319,1.0,
a1,1,4,1350.5271084680319,1.0,
a1,1,5,1354.5271084680319,1.0,
a1,2,5,1366.5271084680319,1.0,8.0
a1,1,6,1371.5271084680319,1.0,
a1,2,6,1373.5271084680319,1.0,7.0
a1,1,7,1378.5271084680319,1.0,
a1,1,6,1387.5271084680319,-1.0,
a0,1,B3,1388.5206404805276,1.0,
a0,2,B3,1391.5206404805276,1.0,1.0
a1,1,5,1391.5271084680319,-1.0,
a1,1,4,1395.5271084680319,-1.0,
a0,1,B2,1396.5206404805276,1.0,
a1,1,3,1399.5271084680319,-1.0,
a0,1,B1,1400.5206404805276,1.0,
a1,1,2,1403.5271084680319,-1.0,
a0,1,1,1404.5206404805276,1.0,
a1,2,2,1406.5271084680319,-1.0,1.0
a0,0,1,1408.5206404805276,,
a1,1,1,1411.5271084680319,-1.0,
a0,1,B1,1412.815132807476,-1.0,
a0,1,B2,1416.815132807476,-1.0,
a1,1,2,1419.5271084680319,1.0,
a0,1,B3,1420.815132807476,-1.0,
a1,2,2,1422.5271084680319,1.0,1.0
a0,1,B4,1424.815132807476,-1.0,
a0,2,B4,1426.815132807476,1.0,1.0
a1,1,3,1427.5271084680319,1.0,
a1,1,4,1431.5271084680319,1.0,
a0,1,B3,1431.815132807476,1.0,
a1,2,4,1433.5271084680319,1.0,2.0
a0,1,B2,1435.815132807476,1.0,
a1,1,5,1438.5271084680319,1.0,
a0,1,B1,1439.815132807476,1.0,
a1,2,5,1441.5271084680319,1.0,3.0
a0,1,1,1443.815132807476,1.0,
a1,1,6,1446.5271084680319,1.0,
a0,0,1,1447.815132807476,,
a1,1,7,1450.5271084680319,1.0,
a2,1,8,1451.6548345838505,1.0,
a1,0,7,1453.5271084680319,,
a2,1,9,1455.6548345838505,1.0,
a2,1,10,1459.6548345838505,1.0,
a2,1,11,1463.6548345838505,1.0,
a2,1,12,1467.6548345838505,1.0,
a2,1,13,1471.6548345838505,1.0,
a2,2,13,1472.6548345838505,1.0,0.0
a2,2,13,1474.6548345838505,-1.0,1.0
a2,1,12,1479.6548345838505,-1.0,
a2,1,11,1483.6548345838505,-1.0,
a2,1,10,1487.6548345838505,-1.0,
a2,1,9,1491.6548345838505,-1.0,
a2,1,8,1495.6548345838505,-1.0,
a2,1,7,1499.6548345838505,-1.0,
a2,0,7,1503.6548345838505,,
a2,1,8,1536.242829079607,1.0,
a2,1,9,1540.242829079607,1.0,
a0,1,B1,1542.672244166753,-1.0,
a0,2,B1,1543.672244166753,-1.0,0.0
a2,1,10,1544.242829079607,1.0,
a0,2,B1,1545.672244166753,1.0,1.0
a2,1,11,1548.242829079607,1.0,
a0,1,1,1550.672244166753,1.0,
a2,1,12,1552.242829079607,1.0,
a0,0,1,1553.672244166753,,
a2,1,13,1556.242829079607,1.0,
a2,1,14,1560.242829079607,1.0,
a2,1,15,1564.242829079607,1.0,
a2,2,15,1566.242829079607,-1.0,1.0
a2,1,14,1571.242829079607,-1.0,
a2,1,13,1575.242829079607,-1.0,
a2,1,12,1579.242829079607,-1.0,
a2,1,11,1583.242829079607,-1.0,
a2,1,10,1587.242829079607,-1.0,
a2,1,9,1591.242829079607,-1.0,
a2,1,8,1595.242829079607,-1.0,
a2,1,7,1599.242829079607,-1.0,
a2,1,8,1607.242829079607,1.0,
a2,1,9,1611.242829079607,1.0,
